id;categoria_id;categoria;referencia;descricao;tipo;disponibilidade;imagem;galeria;slug;quantidade;estoque;status;estoque_minimo;valor_atacado;valor_compra;valor_unitario;valor_custo;preco_promocional;ipi;percentual_custo;margem_lucro;ativo;destaque;novo;mais_vendido;visualizacoes;ultima_visualizacao;rating;total_avaliacoes;data_compra;ultima_atualizacao_estoque;deleted_at;created_at;updated_at
11;NULL;AUDIO E VIDEO / PLUGS;1811;PLUG P10 STEREO LINHA DIAMANTE BLACK PROFISSIONAL;UNI;INDISPONIVEL;produtos/1811.png;NULL;1811-plug-p10-stereo-linha-diamante;1000;0;ativo;5;5.60;2.47;2.72;3.30;NULL;9.75;21.46;NULL;1;0;0;0;0;NULL;0.00;0;2026-02-05;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
12;NULL;AUDIO E VIDEO / PLUGS;205;P10 Mono 90 metalico PROFISSIONAL PONTA GOLD;UNI;DISPONIVEL;produtos/205.png;NULL;205-p10-mono-90-metalico-profissio;1000;0;ativo;5;5.50;2.57;2.82;3.43;NULL;9.75;21.46;NULL;1;0;0;0;0;NULL;0.00;0;2026-02-05;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
13;NULL;AUDIO E VIDEO / PLUGS;204;P10 Mono 90 metal/plástico;UNI;DISPONIVEL;produtos/204.png;NULL;204-p10-mono-90-metalplastico;1000;0;ativo;5;6.35;2.79;3.06;3.72;NULL;9.75;21.46;NULL;1;0;0;0;0;NULL;0.00;0;2026-02-05;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
14;NULL;AUDIO E VIDEO / PLUGS;2381;P10 STEREO 90 metal/plástico;UNI;DISPONIVEL;produtos/2381.png;NULL;2381-p10-stereo-90-metalplastico;1000;0;ativo;5;9.55;4.76;5.23;6.35;NULL;9.75;21.46;NULL;1;0;0;0;0;NULL;0.00;0;2026-02-10;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
15;NULL;AUDIO E VIDEO / PLUGS;2372;PLUG P10 90 GRAUS MONO METAL CACHIMBO;UNI;DISPONIVEL;produtos/2372.png;NULL;2372-plug-p10-90-graus-mono-metal-c;1000;0;ativo;5;3.25;1.51;1.66;2.01;NULL;9.75;21.46;NULL;1;0;0;0;0;NULL;0.00;0;2026-02-05;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
16;NULL;AUDIO E VIDEO / JACKS;795;JACK J10 STEREO/ C/ TRAVA P/ CABO;UNI;INDISPONIVEL;produtos/795.png;NULL;795-jack-j10-stereo-c-trava-p-c;1000;0;ativo;5;9.60;4.15;4.56;5.82;NULL;9.75;27.82;NULL;1;0;0;0;0;NULL;0.00;0;2025-09-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
17;NULL;AUDIO E VIDEO / PLUGS;216;Plug p2 stereo plástico;UNI;DISPONIVEL;produtos/216.png;NULL;216-plug-p2-stereo-plastico;1000;0;ativo;5;1.03;0.45;0.49;0.60;NULL;9.75;21.28;NULL;1;0;0;0;0;NULL;0.00;0;2025-11-03;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
18;NULL;AUDIO E VIDEO / PLUGS;217;P2 Mono plástico Preto;UNI;DISPONIVEL;produtos/217.png;NULL;217-p2-mono-plastico-preto;1000;0;ativo;5;0.79;0.38;0.42;0.51;NULL;9.75;21.46;NULL;1;0;0;0;0;NULL;0.00;0;2026-02-05;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
19;NULL;AUDIO E VIDEO / PLUGS;210;P2 stereo metal C/ MOLA;UNI;EST.BAIXO;produtos/210.png;NULL;210-p2-stereo-metal-c-mola;1000;0;ativo;5;1.60;0.71;0.78;0.95;NULL;9.75;21.46;NULL;1;0;0;0;0;NULL;0.00;0;2026-02-05;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
20;NULL;AUDIO E VIDEO / PLUGS;212;P2 mono metal C/ MOLA;UNI;INDISPONIVEL;produtos/212.png;NULL;212-p2-mono-metal-c-mola;1000;0;ativo;5;1.55;0.68;0.75;0.91;NULL;9.75;21.46;NULL;1;0;0;0;0;NULL;0.00;0;2026-02-05;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
21;NULL;AUDIO E VIDEO / PLUGS;2396;P2 Stereo METAL Preto PROFISSIONAL P/ CABO 4MM;UNI;INDISPONIVEL;produtos/2396.png;NULL;2396-p2-stereo-metal-preto-profissi;1000;0;ativo;5;2.65;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;0;NULL;0.00;0;NULL;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
22;NULL;AUDIO E VIDEO / PLUGS;182;Plug P2 Gold p/ fone;UNI;INDISPONIVEL;produtos/182.png;NULL;182-plug-p2-gold-p-fone;1000;0;ativo;5;7.95;2.93;3.22;4.16;NULL;9.75;29.30;NULL;1;0;0;0;0;NULL;0.00;0;2025-08-25;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
23;NULL;AUDIO E VIDEO / PLUGS;183;Plug P3 Gold p/ fone;UNI;INDISPONIVEL;produtos/183.png;NULL;183-plug-p3-gold-p-fone;1000;0;ativo;5;7.95;2.93;3.22;4.16;NULL;9.75;29.30;NULL;1;0;0;0;0;NULL;0.00;0;2025-08-25;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
24;NULL;AUDIO E VIDEO / PLUGS;206;P2 Stereo plástico 90 graus;UNI;DISPONIVEL;produtos/206.png;NULL;206-p2-stereo-plastico-90-graus;1000;0;ativo;5;1.09;0.39;0.42;0.54;NULL;9.75;28.19;NULL;1;0;0;0;0;NULL;0.00;0;2024-03-20;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
25;NULL;AUDIO E VIDEO / PLUGS;207;P2 Mono plástico 90 graus;UNI;DISPONIVEL;produtos/207.png;NULL;207-p2-mono-plastico-90-graus;1000;0;ativo;5;1.09;0.39;0.42;0.54;NULL;9.75;28.19;NULL;1;0;0;0;0;NULL;0.00;0;2024-03-20;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
26;NULL;AUDIO E VIDEO / PLUGS;1921;Plug p2 90 graus linha Diamante Black profissional;UNI;INDISPONIVEL;produtos/1921.png;NULL;1921-plug-p2-90-graus-linha-diamant;1000;0;ativo;5;15.89;6.94;7.62;9.93;NULL;9.75;30.35;NULL;1;0;0;0;0;NULL;0.00;0;2024-10-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
27;NULL;AUDIO E VIDEO / PLUGS;208;Plug J2 STEREO plástico Preto;UNI;DISPONIVEL;produtos/208.png;NULL;208-plug-j2-stereo-plastico-preto;1000;0;ativo;5;1.60;0.63;0.69;0.89;NULL;9.75;28.97;NULL;1;0;0;0;0;NULL;0.00;0;2024-04-27;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
28;NULL;AUDIO E VIDEO / PLUGS;2116;Plug J2 estéreo metal;UNI;DISPONIVEL;produtos/2116.png;NULL;2116-plug-j2-estereo-metal;1000;0;ativo;5;4.75;1.91;2.10;2.67;NULL;9.75;27.30;NULL;1;0;0;0;0;NULL;0.00;0;2025-09-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
29;NULL;AUDIO E VIDEO / ADAPTADORES;2373;J2 STEREO METAL, CORPO PRETO, CONECTOR NÍQUEL BANHADO A OURO;UNI;DISPONIVEL;produtos/2373.png;NULL;2373-j2-stereo-metal-corpo-preto;1000;0;ativo;5;13.85;5.20;5.70;6.93;NULL;9.75;21.46;NULL;1;0;0;0;0;NULL;0.00;0;2026-02-05;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
30;NULL;AUDIO E VIDEO / PLUGS;188;RCA macho metal níquel 58mm PRETO;UNI;DISPONIVEL;produtos/188.png;NULL;188-rca-macho-metal-niquel-58mm-p;1000;0;ativo;5;1.90;0.80;0.88;1.07;NULL;9.75;21.11;NULL;1;0;0;0;0;NULL;0.00;0;2026-01-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
31;NULL;AUDIO E VIDEO / PLUGS;579;RCA macho metal níquel 58mm VERMELHO;UNI;DISPONIVEL;produtos/579.png;NULL;579-rca-macho-metal-niquel-58mm-v;1000;0;ativo;5;1.90;0.80;0.88;1.07;NULL;9.75;21.11;NULL;1;0;0;0;0;NULL;0.00;0;2026-01-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
32;NULL;AUDIO E VIDEO / PLUGS;189;RCA macho metal profissional  PRETO;UNI;INDISPONIVEL;produtos/189.png;NULL;189-rca-macho-metal-profissional;1000;0;ativo;5;2.10;0.93;1.02;1.25;NULL;9.75;21.82;NULL;1;0;0;0;0;NULL;0.00;0;2025-09-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
33;NULL;AUDIO E VIDEO / PLUGS;626;RCA macho metal profissional VERMELHO;UNI;INDISPONIVEL;produtos/626.png;NULL;626-rca-macho-metal-profissional-v;1000;0;ativo;5;2.10;0.93;1.02;1.25;NULL;9.75;21.82;NULL;1;0;0;0;0;NULL;0.00;0;2025-09-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
34;NULL;AUDIO E VIDEO / PLUGS;192;RCA MACHO METAL TIPO SANTO ANGELO;UNI;DISPONIVEL;produtos/192.png;NULL;192-rca-macho-metal-tipo-santo-ang;1000;0;ativo;5;3.30;1.44;1.58;1.91;NULL;9.75;21.46;NULL;1;0;0;0;0;NULL;0.00;0;2026-02-05;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
35;NULL;AUDIO E VIDEO / PLUGS;2357;RCA MACHO METAL LINHA DIAMANTE BLACK PRETO;;DISPONIVEL;produtos/2357.png;NULL;2357-rca-macho-metal-linha-diamante;1000;0;ativo;5;5.60;2.26;2.48;3.00;NULL;9.75;21.11;NULL;1;0;0;0;0;NULL;0.00;0;2026-01-17;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
36;NULL;AUDIO E VIDEO / PLUGS;2358;RCA MACHO METAL LINHA DIAMANTE BLACK VERMELHO;;DISPONIVEL;produtos/2358.png;NULL;2358-rca-macho-metal-linha-diamante;1000;0;ativo;5;5.60;2.26;2.48;3.00;NULL;9.75;21.11;NULL;1;0;0;0;0;NULL;0.00;0;2026-01-17;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
37;NULL;AUDIO E VIDEO / PLUGS;929;RCA femea Plástico Nickel 58mm PRETO;UNI;DISPONIVEL;produtos/929.png;NULL;929-rca-femea-plastico-nickel-58m;1000;0;ativo;5;0.70;0.21;0.23;0.29;NULL;9.75;24.51;NULL;1;0;0;0;0;NULL;0.00;0;2024-01-02;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
38;NULL;AUDIO E VIDEO / PLUGS;930;RCA femea Plástico Nickel 58mm VERMELHO;UNI;DISPONIVEL;produtos/930.png;NULL;930-rca-femea-plastico-nickel-58m;1000;0;ativo;5;0.70;0.21;0.23;0.29;NULL;9.75;24.51;NULL;1;0;0;0;0;NULL;0.00;0;2024-01-02;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
39;NULL;AUDIO E VIDEO / PLUGS;194;RCA femea metal Nickel 58mm VERMELHO;UNI;INDISPONIVEL;produtos/194.png;NULL;194-rca-femea-metal-nickel-58mm-ve;1000;0;ativo;5;2.00;0.90;0.99;1.29;NULL;9.75;30.05;NULL;1;0;0;0;0;NULL;0.00;0;2025-06-30;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
40;NULL;AUDIO E VIDEO / PLUGS;609;RCA femea metal Nickel 58mm PRETO;UNI;INDISPONIVEL;produtos/609.png;NULL;609-rca-femea-metal-nickel-58mm-pr;1000;0;ativo;5;2.00;0.90;0.99;1.29;NULL;9.75;30.05;NULL;1;0;0;0;0;NULL;0.00;0;2025-06-30;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
41;NULL;AUDIO E VIDEO / PLUGS;195;RCA Femea metal profissional  VERMELHO;UNI;INDISPONIVEL;produtos/195.png;NULL;195-rca-femea-metal-profissional;1000;0;ativo;5;3.34;1.25;1.37;1.67;NULL;9.75;21.46;NULL;1;0;0;0;0;NULL;0.00;0;2026-02-05;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
42;NULL;AUDIO E VIDEO / PLUGS;629;RCA Femea metal profissional PRETO;UNI;INDISPONIVEL;produtos/629.png;NULL;629-rca-femea-metal-profissional-p;1000;0;ativo;5;3.34;1.25;1.37;1.67;NULL;9.75;21.46;NULL;1;0;0;0;0;NULL;0.00;0;2026-02-05;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
43;NULL;AUDIO E VIDEO / PLUGS;184;XLR FEMEA METAL AZUL;UNI;DISPONIVEL;produtos/184.png;NULL;184-xlr-femea-metal-azul;1000;0;ativo;5;4.40;2.00;2.00;2.20;NULL;NULL;10.18;NULL;1;0;0;0;0;NULL;0.00;0;2025-07-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
44;NULL;AUDIO E VIDEO / PLUGS;496;XLR FEMEA METAL VERMELHA;UNI;DISPONIVEL;produtos/496.png;NULL;496-xlr-femea-metal-vermelha;1000;0;ativo;5;4.40;2.00;2.00;2.20;NULL;NULL;10.18;NULL;1;0;0;0;0;NULL;0.00;0;2025-07-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
45;NULL;AUDIO E VIDEO / PLUGS;578;XLR FEMEA METAL PRETO;UNI;DISPONIVEL;produtos/578.png;NULL;578-xlr-femea-metal-preto;1000;0;ativo;5;4.40;2.00;2.00;2.20;NULL;NULL;10.18;NULL;1;0;0;0;0;NULL;0.00;0;2025-07-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
46;NULL;AUDIO E VIDEO / PLUGS;185;XLR MACHO METAL VERMELHO;UNI;DISPONIVEL;produtos/185.png;NULL;185-xlr-macho-metal-vermelho;1000;0;ativo;5;4.00;2.00;2.00;2.20;NULL;NULL;10.18;NULL;1;0;0;0;0;NULL;0.00;0;2025-07-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
47;NULL;AUDIO E VIDEO / PLUGS;486;XLR MACHO METAL AZUL;UNI;DISPONIVEL;produtos/486.png;NULL;486-xlr-macho-metal-azul;1000;0;ativo;5;4.00;2.00;2.00;2.20;NULL;NULL;10.18;NULL;1;0;0;0;0;NULL;0.00;0;2025-07-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
48;NULL;AUDIO E VIDEO / PLUGS;487;XLR MACHO METAL PRETO;UNI;DISPONIVEL;produtos/487.png;NULL;487-xlr-macho-metal-preto;1000;0;ativo;5;4.00;2.00;2.00;2.20;NULL;NULL;10.18;NULL;1;0;0;0;0;NULL;0.00;0;2025-07-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
49;NULL;AUDIO E VIDEO / PLUGS;1809;XLR FEMEA METAL LINHA SILVER PROFISSIONAL;UNI;DISPONIVEL;produtos/1809.png;NULL;1809-xlr-femea-metal-linha-silver-p;1000;0;ativo;5;5.70;2.90;3.19;3.87;NULL;9.75;21.46;NULL;1;0;0;0;0;NULL;0.00;0;2026-02-05;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
50;NULL;AUDIO E VIDEO / PLUGS;1810;XLR MACHO METAL LINHA SILVER PROFISSIONAL;UNI;INDISPONIVEL;produtos/1810.png;NULL;1810-xlr-macho-metal-linha-silver-p;1000;0;ativo;5;5.70;2.87;3.15;3.82;NULL;9.75;21.46;NULL;1;0;0;0;0;NULL;0.00;0;2026-02-05;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
51;NULL;AUDIO E VIDEO / PLUGS;1843;XLR MACHO METAL PRETO LINHA DIAMANTE BLACK PROFISSIONAL;UNI;DISPONIVEL;produtos/1843.png;NULL;1843-xlr-macho-metal-preto-linha-di;1000;0;ativo;5;5.86;2.20;2.41;2.93;NULL;9.75;21.28;NULL;1;0;0;0;0;NULL;0.00;0;2025-11-03;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
52;NULL;AUDIO E VIDEO / PLUGS;1844;XLR FEMEA METAL PRETO LINHA DIAMANTE BLACK PROFISSIONAL;UNI;INDISPONIVEL;produtos/1844.png;NULL;1844-xlr-femea-metal-preto-linha-di;1000;0;ativo;5;5.86;2.47;2.72;3.29;NULL;9.75;21.28;NULL;1;0;0;0;0;NULL;0.00;0;2025-11-03;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
53;NULL;AUDIO E VIDEO / PLUGS;2071;XLR MACHO METAL LINHA BLACK COLOR AZUL PROFISSIONAL;UNI;DISPONIVEL;produtos/2071.png;NULL;2071-xlr-macho-metal-linha-black-co;1000;0;ativo;5;6.88;3.90;3.90;4.30;NULL;NULL;10.18;NULL;1;0;0;0;0;NULL;0.00;0;2025-07-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
54;NULL;AUDIO E VIDEO / PLUGS;2072;XLR MACHO METAL LINHA BLACK COLOR VERDE PROFISSIONAL;UNI;DISPONIVEL;produtos/2072.png;NULL;2072-xlr-macho-metal-linha-black-co;1000;0;ativo;5;6.88;3.90;3.90;4.30;NULL;NULL;10.18;NULL;1;0;0;0;0;NULL;0.00;0;2025-07-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
55;NULL;AUDIO E VIDEO / PLUGS;2073;XLR MACHO METAL LINHA BLACK COLOR VERMELHO PROFISSIONAL;UNI;DISPONIVEL;produtos/2073.png;NULL;2073-xlr-macho-metal-linha-black-co;1000;0;ativo;5;6.88;3.90;3.90;4.30;NULL;NULL;10.18;NULL;1;0;0;0;0;NULL;0.00;0;2025-07-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
56;NULL;AUDIO E VIDEO / PLUGS;2074;XLR FEMEA METAL LINHA BLACK COLOR AZUL PROFISSIONAL;UNI;DISPONIVEL;produtos/2074.png;NULL;2074-xlr-femea-metal-linha-black-co;1000;0;ativo;5;6.88;3.90;3.90;4.30;NULL;NULL;10.18;NULL;1;0;0;0;0;NULL;0.00;0;2025-07-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
57;NULL;AUDIO E VIDEO / PLUGS;2075;XLR FEMEA METAL LINHA BLACK COLOR VERDE PROFISSIONAL;UNI;DISPONIVEL;produtos/2075.png;NULL;2075-xlr-femea-metal-linha-black-co;1000;0;ativo;5;6.88;3.90;3.90;4.30;NULL;NULL;10.18;NULL;1;0;0;0;0;NULL;0.00;0;2025-07-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
58;NULL;AUDIO E VIDEO / PLUGS;2076;XLR FEMEA METAL LINHA BLACK COLOR VERMELHO PROFISSIONAL;UNI;DISPONIVEL;produtos/2076.png;NULL;2076-xlr-femea-metal-linha-black-co;1000;0;ativo;5;6.88;3.90;3.90;4.30;NULL;NULL;10.18;NULL;1;0;0;0;0;NULL;0.00;0;2025-07-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
59;NULL;AUDIO E VIDEO / PLUGS;211;Plug SPEAK - ON MACHO C/ RABICHO;UNI;DISPONIVEL;produtos/211.png;NULL;211-plug-speak-on-macho-c-rabic;1000;0;ativo;5;5.40;2.34;2.56;3.11;NULL;9.75;21.28;NULL;1;0;0;0;0;NULL;0.00;0;2025-11-03;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
60;NULL;AUDIO E VIDEO / PLUGS;2398;Plug SPEAK - ON MACHO C/ TRAVA;UNI;DISPONIVEL;produtos/2398.png;NULL;2398-plug-speak-on-macho-c-trava;1000;0;ativo;5;5.40;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;0;NULL;0.00;0;NULL;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
61;NULL;AUDIO E VIDEO / PLUGS;2025;SPEAK - ON MACHO C/ RABICHO 8 VIAS;UNI;DISPONIVEL;produtos/2025.png;NULL;2025-speak-on-macho-c-rabicho-8;1000;0;ativo;5;16.85;2.34;2.56;3.12;NULL;9.75;21.82;NULL;1;0;0;0;0;NULL;0.00;0;2025-09-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
62;NULL;AUDIO E VIDEO / PLUGS;213;SPEAK - ON MACHO C/ TRAVA 90 GRAUS;UNI;INDISPONIVEL;produtos/213.png;NULL;213-speak-on-macho-c-trava-90-g;1000;0;ativo;5;13.95;5.30;5.82;7.44;NULL;9.75;27.82;NULL;1;0;0;0;0;NULL;0.00;0;2024-06-26;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
63;NULL;AUDIO E VIDEO / PLUGS;2195;POWERCON BRANCO MACHO 20A-AC 3 POLOS;UNI;DISPONIVEL;produtos/2195.png;NULL;2195-powercon-branco-macho-20a-ac-3;1000;0;ativo;5;8.50;5.80;6.37;8.10;NULL;9.75;27.30;NULL;1;0;0;0;0;NULL;0.00;0;2025-09-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
64;NULL;AUDIO E VIDEO / PLUGS;2397;POWERCON AZUL  MACHO 20A-AC 3 POLOS;UNI;DISPONIVEL;produtos/2397.png;NULL;2397-powercon-azul-macho-20a-ac-3;1000;0;ativo;5;8.50;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;0;NULL;0.00;0;NULL;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
65;NULL;AUDIO E VIDEO / PLUGS;1930;Plug JACK SPEAK - ON FEMEA P/ CABO;UNI;DISPONIVEL;produtos/1930.png;NULL;1930-plug-jack-speak-on-femea-p;1000;0;ativo;5;7.00;3.09;3.39;4.11;NULL;9.75;21.46;NULL;1;0;0;0;0;NULL;0.00;0;2026-02-05;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
66;NULL;ENERGIA / DC PLUG;234;Plug JACK P4 COM BORN;UNI;INDISPONIVEL;produtos/234.png;NULL;234-plug-jack-p4-com-born;1000;0;ativo;5;1.10;0.55;0.60;0.78;NULL;9.75;30.35;NULL;1;0;0;0;0;NULL;0.00;0;2024-10-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
67;NULL;ENERGIA / DC PLUG;235;PLUG P4 COM BORN;UNI;INDISPONIVEL;produtos/235.png;NULL;235-plug-p4-com-born;1000;0;ativo;5;0.90;0.42;0.46;0.56;NULL;9.75;21.82;NULL;1;0;0;0;0;NULL;0.00;0;2025-09-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
68;NULL;ENERGIA / DC PLUG;2143;PLUG P4 COM BORNE, ENGATE RÁPIDO;UNI;DISPONIVEL;produtos/2143.png;NULL;2143-plug-p4-com-borne-engate-rap;1000;0;ativo;5;3.80;1.33;1.45;1.90;NULL;9.75;30.40;NULL;1;0;0;0;0;NULL;0.00;0;2025-09-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
69;NULL;AUDIO E VIDEO / PLUGS;236;PLUG RCA COM BORN;UNI;DISPONIVEL;produtos/236.png;NULL;236-plug-rca-com-born;1000;0;ativo;5;1.40;0.42;0.46;0.60;NULL;9.75;30.35;NULL;1;0;0;0;0;NULL;0.00;0;2024-10-15;NULL;NULL;2026-08-18 13:38:03;2026-08-18 13:38:03
